2.236068e-01 5.000000e-01 1.616667e-01 
2.236068e-01 7.000000e-01 9.166667e-02 
2.236068e-01 9.000000e-01 3.518519e-02 
2.236068e-01 1.100000e+00 1.515152e-02 
2.236068e-01 1.300000e+00 7.692308e-03 
2.236068e-01 1.500000e+00 9.444444e-03 
2.236068e-01 1.700000e+00 7.352941e-03 
2.236068e-01 1.900000e+00 3.070175e-03 
2.236068e-01 2.100000e+00 7.936508e-04 
2.236068e-01 2.300000e+00 2.898551e-03 
2.236068e-01 2.500000e+00 6.666667e-04 
2.236068e-01 2.700000e+00 9.259259e-04 
2.236068e-01 2.900000e+00 8.620690e-04 
2.236068e-01 3.100000e+00 8.064516e-04 
2.236068e-01 3.300000e+00 5.050505e-04 
2.236068e-01 3.500000e+00 2.380952e-04 
2.236068e-01 3.700000e+00 4.504505e-04 
2.236068e-01 3.900000e+00 1.068376e-03 

3.162278e-01 5.000000e-01 2.066667e-01 
3.162278e-01 7.000000e-01 9.166667e-02 
3.162278e-01 9.000000e-01 3.888889e-02 
3.162278e-01 1.100000e+00 2.727273e-02 
3.162278e-01 1.300000e+00 2.307692e-02 
3.162278e-01 1.500000e+00 1.222222e-02 
3.162278e-01 1.700000e+00 9.803922e-03 
3.162278e-01 1.900000e+00 8.333333e-03 
3.162278e-01 2.100000e+00 4.365079e-03 
3.162278e-01 2.300000e+00 6.884058e-03 
3.162278e-01 2.500000e+00 4.333333e-03 
3.162278e-01 2.700000e+00 1.851852e-03 
3.162278e-01 2.900000e+00 2.298851e-03 
3.162278e-01 3.100000e+00 2.688172e-03 
3.162278e-01 3.300000e+00 3.030303e-03 
3.162278e-01 3.500000e+00 2.380952e-03 
3.162278e-01 3.700000e+00 2.927928e-03 
3.162278e-01 3.900000e+00 1.709402e-03 

3.872983e-01 5.000000e-01 2.683333e-01 
3.872983e-01 7.000000e-01 1.559524e-01 
3.872983e-01 9.000000e-01 5.555556e-02 
3.872983e-01 1.100000e+00 5.000000e-02 
3.872983e-01 1.300000e+00 2.435897e-02 
3.872983e-01 1.500000e+00 2.000000e-02 
3.872983e-01 1.700000e+00 1.176471e-02 
3.872983e-01 1.900000e+00 1.140351e-02 
3.872983e-01 2.100000e+00 1.031746e-02 
3.872983e-01 2.300000e+00 7.971014e-03 
3.872983e-01 2.500000e+00 6.666667e-03 
3.872983e-01 2.700000e+00 5.864198e-03 
3.872983e-01 2.900000e+00 6.609195e-03 
3.872983e-01 3.100000e+00 5.107527e-03 
3.872983e-01 3.300000e+00 3.535354e-03 
3.872983e-01 3.500000e+00 4.285714e-03 
3.872983e-01 3.700000e+00 3.603604e-03 
3.872983e-01 3.900000e+00 2.350427e-03 

4.472136e-01 5.000000e-01 3.133333e-01 
4.472136e-01 7.000000e-01 2.059524e-01 
4.472136e-01 9.000000e-01 1.074074e-01 
4.472136e-01 1.100000e+00 6.969697e-02 
4.472136e-01 1.300000e+00 4.487179e-02 
4.472136e-01 1.500000e+00 3.111111e-02 
4.472136e-01 1.700000e+00 2.843137e-02 
4.472136e-01 1.900000e+00 1.885965e-02 
4.472136e-01 2.100000e+00 1.547619e-02 
4.472136e-01 2.300000e+00 1.521739e-02 
4.472136e-01 2.500000e+00 1.400000e-02 
4.472136e-01 2.700000e+00 1.265432e-02 
4.472136e-01 2.900000e+00 9.195402e-03 
4.472136e-01 3.100000e+00 1.075269e-02 
4.472136e-01 3.300000e+00 8.080808e-03 
4.472136e-01 3.500000e+00 8.571429e-03 
4.472136e-01 3.700000e+00 6.081081e-03 
4.472136e-01 3.900000e+00 7.478632e-03 

5.000000e-01 5.000000e-01 2.950000e-01 
5.000000e-01 7.000000e-01 1.845238e-01 
5.000000e-01 9.000000e-01 1.435185e-01 
5.000000e-01 1.100000e+00 7.424242e-02 
5.000000e-01 1.300000e+00 7.307692e-02 
5.000000e-01 1.500000e+00 5.611111e-02 
5.000000e-01 1.700000e+00 4.656863e-02 
5.000000e-01 1.900000e+00 3.771930e-02 
5.000000e-01 2.100000e+00 2.698413e-02 
5.000000e-01 2.300000e+00 2.463768e-02 
5.000000e-01 2.500000e+00 2.166667e-02 
5.000000e-01 2.700000e+00 1.296296e-02 
5.000000e-01 2.900000e+00 1.752874e-02 
5.000000e-01 3.100000e+00 1.236559e-02 
5.000000e-01 3.300000e+00 1.666667e-02 
5.000000e-01 3.500000e+00 1.023810e-02 
5.000000e-01 3.700000e+00 1.396396e-02 
5.000000e-01 3.900000e+00 1.153846e-02 

5.477226e-01 5.000000e-01 3.333333e-01 
5.477226e-01 7.000000e-01 2.642857e-01 
5.477226e-01 9.000000e-01 2.231481e-01 
5.477226e-01 1.100000e+00 1.348485e-01 
5.477226e-01 1.300000e+00 1.032051e-01 
5.477226e-01 1.500000e+00 9.611111e-02 
5.477226e-01 1.700000e+00 6.960784e-02 
5.477226e-01 1.900000e+00 5.482456e-02 
5.477226e-01 2.100000e+00 4.642857e-02 
5.477226e-01 2.300000e+00 3.840580e-02 
5.477226e-01 2.500000e+00 3.033333e-02 
5.477226e-01 2.700000e+00 3.364198e-02 
5.477226e-01 2.900000e+00 2.442529e-02 
5.477226e-01 3.100000e+00 2.392473e-02 
5.477226e-01 3.300000e+00 1.843434e-02 
5.477226e-01 3.500000e+00 2.166667e-02 
5.477226e-01 3.700000e+00 2.274775e-02 
5.477226e-01 3.900000e+00 1.987179e-02 

5.916080e-01 5.000000e-01 3.766667e-01 
5.916080e-01 7.000000e-01 3.428571e-01 
5.916080e-01 9.000000e-01 2.620370e-01 
5.916080e-01 1.100000e+00 2.090909e-01 
5.916080e-01 1.300000e+00 1.673077e-01 
5.916080e-01 1.500000e+00 1.216667e-01 
5.916080e-01 1.700000e+00 9.460784e-02 
5.916080e-01 1.900000e+00 8.421053e-02 
5.916080e-01 2.100000e+00 6.031746e-02 
5.916080e-01 2.300000e+00 6.340580e-02 
5.916080e-01 2.500000e+00 4.766667e-02 
5.916080e-01 2.700000e+00 4.351852e-02 
5.916080e-01 2.900000e+00 4.626437e-02 
5.916080e-01 3.100000e+00 4.301075e-02 
5.916080e-01 3.300000e+00 3.737374e-02 
5.916080e-01 3.500000e+00 3.595238e-02 
5.916080e-01 3.700000e+00 3.783784e-02 
5.916080e-01 3.900000e+00 3.482906e-02 

6.324555e-01 5.000000e-01 4.383333e-01 
6.324555e-01 7.000000e-01 3.345238e-01 
6.324555e-01 9.000000e-01 3.268519e-01 
6.324555e-01 1.100000e+00 2.446970e-01 
6.324555e-01 1.300000e+00 2.217949e-01 
6.324555e-01 1.500000e+00 1.583333e-01 
6.324555e-01 1.700000e+00 1.269608e-01 
6.324555e-01 1.900000e+00 1.131579e-01 
6.324555e-01 2.100000e+00 9.841270e-02 
6.324555e-01 2.300000e+00 9.637681e-02 
6.324555e-01 2.500000e+00 7.600000e-02 
6.324555e-01 2.700000e+00 7.530864e-02 
6.324555e-01 2.900000e+00 7.787356e-02 
6.324555e-01 3.100000e+00 5.376344e-02 
6.324555e-01 3.300000e+00 5.580808e-02 
6.324555e-01 3.500000e+00 5.380952e-02 
6.324555e-01 3.700000e+00 4.504505e-02 
6.324555e-01 3.900000e+00 4.786325e-02 

