0.79433 2.0206 3.2525 4.4531 5.6206
0.68504 3.065 5.2559 7.3942 9.4308
0.59078 4.2131 7.52 10.7 13.744
0.5095 5.5544 10.043 14.408 18.466
0.4394 7.1806 13.059 18.621 23.774
0.37894 9.1288 16.616 23.473 29.708
0.3268 11.711 20.959 29.023 36.529
0.28184 14.727 25.54 35.067 43.95
0.24306 17.179 30.312 41.841 53.048
0.20962 19.791 35.849 50.751 64.935
0.18078 23.886 44.801 64.046 82.23
0.1559 30.822 57.71 83.199 107.09
0.13445 37.919 71.762 104 134.65
0.11595 43.402 82.613 121.07 157.01
0.1 46.949 90.918 132.97 174.74
