0.79433 0.10103 0.081313 0.074219 0.070258
0.68504 0.15325 0.1314 0.12324 0.11788
0.59078 0.21066 0.188 0.17833 0.17179
0.5095 0.27772 0.25106 0.24014 0.23082
0.4394 0.35903 0.32647 0.31034 0.29718
0.37894 0.45644 0.4154 0.39122 0.37134
0.3268 0.58553 0.52398 0.48372 0.45662
0.28184 0.73638 0.63849 0.58444 0.54938
0.24306 0.85894 0.75779 0.69736 0.6631
0.20962 0.98956 0.89622 0.84585 0.81168
0.18078 1.1943 1.12 1.0674 1.0279
0.1559 1.5411 1.4427 1.3866 1.3386
0.13445 1.896 1.794 1.7334 1.6831
0.11595 2.1701 2.0653 2.0179 1.9626
0.1 2.3474 2.2729 2.2162 2.1843
