0.79433 4.4643e-06 4.3269e-05 9.809e-05 0.00021236
0.68504 1.1161e-05 9.0144e-05 0.00022483 0.00048651
0.59078 1.5625e-05 0.00016226 0.0004401 0.00093537
0.5095 4.4643e-05 0.00032933 0.00077604 0.0017188
0.4394 9.375e-05 0.00067548 0.0016293 0.003456
0.37894 0.00025223 0.0014423 0.0036866 0.0069134
0.3268 0.0011786 0.0046575 0.0091181 0.014464
0.28184 0.0094085 0.017697 0.024722 0.030033
0.24306 0.044922 0.052739 0.057419 0.060418
0.20962 0.11502 0.11948 0.12053 0.11738
0.18078 0.24993 0.25012 0.23984 0.22515
0.1559 0.4743 0.46247 0.43881 0.40604
0.13445 0.71286 0.70265 0.6663 0.62325
0.11595 0.92447 0.90341 0.86177 0.80463
0.1 1.095 1.0626 1.0086 0.94338
