0.79433 4.3794 7.0844 9.1929 10.968
0.58115 10.051 15.411 19.517 23.293
0.42518 13.409 21.669 28.684 35.267
0.31107 15.645 26.844 36.793 46.6
0.22758 17.214 30.748 43.753 56.345
0.16651 18.587 34.109 49.494 64.704
0.12182 19.622 37.03 54.223 71.721
0.089125 20.512 39.594 58.594 77.748
0.065206 21.491 41.798 62.071 82.858
0.047706 22.086 43.679 65.087 87.216
0.034903 23.026 45.225 67.937 90.887
0.025535 23.379 46.556 70.224 94.118
0.018682 23.863 47.951 72.385 97.081
0.013668 24.338 48.936 73.836 99.88
0.01 24.683 49.984 75.887 101.93
