4 0.0057778 0.0062222 0.0062222
8 0.0037778 0.0043333 0.0043333
12 0.0048889 0.0028889 0.0028889
16 0.0084444 0.0031111 0.003
20 0.023 0.0034444 0.0036667
24 0.048667 0.0027778 0.0037778
28 0.10744 0.0033333 0.0032222
32 0.18056 0.0033333 0.0038889
36 0.25989 0.0046667 0.0048889
40 0.35767 0.0063333 0.0072222
44 0.40933 0.0055556 0.006
48 0.47222 0.007 0.008
52 0.49467 0.0077778 0.009
56 0.50167 0.0076667 0.011111
60 0.52322 0.0078889 0.01
