0.79433 4.4643e-06 4.5673e-05 9.5486e-05 0.00019957
0.58115 2.2321e-05 0.00016827 0.00035417 0.00078835
0.42518 4.0179e-05 0.00047837 0.001197 0.0025781
0.31107 0.0024196 0.0058822 0.0098759 0.013325
0.22758 0.058781 0.065433 0.066886 0.06602
0.16651 0.18719 0.18833 0.18165 0.16902
0.12182 0.34326 0.33184 0.3123 0.28544
0.089125 0.46116 0.44465 0.41833 0.38162
0.065206 0.54748 0.52579 0.49382 0.45275
0.047706 0.60916 0.58443 0.54871 0.50388
0.034903 0.65651 0.62944 0.59152 0.54252
0.025535 0.69559 0.66518 0.62403 0.57355
0.018682 0.7271 0.69415 0.65169 0.59844
0.013668 0.75246 0.71878 0.67458 0.62007
0.01 0.77521 0.73913 0.69388 0.63719
