0.79433 0.099906 0.079937 0.072458 0.068439
0.58115 0.20472 0.17965 0.16899 0.16167
0.42518 0.32925 0.29464 0.27805 0.26521
0.31107 0.51375 0.44491 0.40662 0.38063
0.22758 0.67231 0.57727 0.53393 0.50671
0.16651 0.81228 0.72852 0.68875 0.6652
0.12182 0.89947 0.85092 0.82491 0.8119
0.089125 0.94947 0.92196 0.91137 0.9108
0.065206 0.98688 0.97933 0.98435 0.99155
0.047706 1.0131 1.0351 1.0463 1.0568
0.034903 1.0493 1.0817 1.0986 1.1147
0.025535 1.0817 1.1193 1.145 1.1609
0.018682 1.1013 1.155 1.1823 1.2023
0.013668 1.1313 1.1874 1.2165 1.2354
0.01 1.1459 1.2129 1.2446 1.2668
