0.79433 0.00017188 0.00091707 0.0021189 0.0036399
0.58115 0.019616 0.024681 0.027421 0.028864
0.42518 0.10206 0.10236 0.098457 0.09244
0.31107 0.20941 0.20284 0.19105 0.17493
0.22758 0.31124 0.2977 0.27985 0.25529
0.16651 0.39599 0.37888 0.35533 0.32436
0.12182 0.46728 0.44696 0.41864 0.38255
0.089125 0.52695 0.50245 0.47056 0.43048
0.065206 0.57613 0.54967 0.51488 0.4707
0.047706 0.61797 0.58855 0.5517 0.505
0.034903 0.65353 0.62309 0.58379 0.53431
0.025535 0.6843 0.65238 0.61114 0.55938
0.018682 0.7116 0.67727 0.63382 0.58124
0.013668 0.73467 0.69968 0.65599 0.5994
0.01 0.7564 0.7192 0.6732 0.61714
